block_index,method,manifold,order_in_block,state,state_label,symmetry,energy_au,energy_eV,energy_cm1,wavelength_nm,s_squared,multiplicity,dominant_from_orbital,dominant_to_orbital,dominant_weight,dominant_coefficient
42,TD-DFT/TDA,SINGLETS,5,5,,,0.186052,5.063,40833.7,244.89576011970507,0.0,1,169a,177a,0.322569,0.567952
42,TD-DFT/TDA,SINGLETS,6,6,,,0.195164,5.311,42833.5,233.46212660651125,0.0,1,162a,172a,0.26312,0.51295254
42,TD-DFT/TDA,SINGLETS,7,7,,,0.19696,5.36,43227.7,231.3331498090345,0.0,1,166a,170a,0.315519,-0.56171055
42,TD-DFT/TDA,SINGLETS,8,8,,,0.204086,5.553,44791.7,223.25564780975049,0.0,1,169a,171a,0.544072,0.73761229
42,TD-DFT/TDA,SINGLETS,9,9,,,0.205022,5.579,44997.2,222.23605024312624,0.0,1,165a,170a,0.245674,0.49565533
43,TD-DFT/TDA,SINGLETS,1,1,,,0.12617,3.433,27691.1,361.1268602547389,0.0,1,169a,170a,0.931617,-0.96520313
43,TD-DFT/TDA,SINGLETS,2,2,,,0.166762,4.538,36599.9,273.22479023166727,0.0,1,169a,172a,0.690895,-0.83120085
43,TD-DFT/TDA,SINGLETS,3,3,,,0.173436,4.719,38064.8,262.7099052142662,0.0,1,169a,173a,0.622589,-0.78904284
43,TD-DFT/TDA,SINGLETS,4,4,,,0.17833,4.853,39138.8,255.50093513342256,0.0,1,168a,171a,0.706285,-0.84040764
43,TD-DFT/TDA,SINGLETS,5,5,,,0.186054,5.063,40834.1,244.8933611858716,0.0,1,169a,177a,0.32261,0.56798808
43,TD-DFT/TDA,SINGLETS,6,6,,,0.195162,5.311,42833.1,233.46430680945343,0.0,1,162a,172a,0.262936,-0.51277241
43,TD-DFT/TDA,SINGLETS,7,7,,,0.196959,5.36,43227.6,231.33368496053447,0.0,1,166a,170a,0.315249,-0.56147053
43,TD-DFT/TDA,SINGLETS,8,8,,,0.204081,5.553,44790.6,223.26113068367025,0.0,1,169a,171a,0.541457,-0.73583754
43,TD-DFT/TDA,SINGLETS,9,9,,,0.205012,5.579,44994.9,222.24741026205191,0.0,1,165a,170a,0.246488,-0.49647588
